title	artist	nov	adv	exh	mxm	genre	unlockRaw	indexjk	jknov	jkadv	jkexh	jkmxm
サクラノソバニ！	Ray_Oh feat.みかん汁	5	12	15	17	floor	USTA SOUND VOLTEX 악곡 팩 vol.19	2lWUv34HsPTNByBfAfwP8g	2lWUv34HsPTNByBfAfwP8g	rQu0w5DruKGPOLbntUr8Yg	3uQJdrXErIHjcPrts4wOKg	0t---cDFMHQ7ZBX0QvElXA
SHARK ATTACK	ryhki	6	12	16	18	floor	USTA SOUND VOLTEX 악곡 팩 vol.19	JFpoRJh7G0LSZ9iiSwp3JQ	JFpoRJh7G0LSZ9iiSwp3JQ	fljRDLuKqhnHJ708zOuK6A	H42MmIZ2pUPGGMWJaxXXew	KvrMQpkxzlaPJIdPdLZqUw
S1CK_F41RY	HOUJIROU	5	11	17		toho,floor	USTA SOUND VOLTEX 악곡 팩 vol.19	Rdad2mkZQDww9QqYeWfFUg	Rdad2mkZQDww9QqYeWfFUg	Lp2K78oBE2O4TQKdAjor3w	3zFZx4qkf4z3rWM9SH0dew	
紫焔双穿	かめりあ	7	14	17	19	floor	USTA SOUND VOLTEX 악곡 팩 vol.19	QfgGc4_Yv0LQgjznC_1eLw	QfgGc4_Yv0LQgjznC_1eLw	7iROhXCAbxv7nmqhfpVycw	0Q_TzPxesGDAekhDE3Cxkg	sPCj05Awpx9GB4jsdwJQyg
神罰	cosMo＠暴走P	6	13	16	18	floor	USTA SOUND VOLTEX 악곡 팩 vol.19	I2B9flloohqPLKHVBcaVbg	I2B9flloohqPLKHVBcaVbg	pE_ZKtBOFtkr11-MdfDw-w	laiFrJe4ekHn_JK950Lo-g	SaaYmxOEf0vQh9bPhJl7Qw
STIGMA	U-ske feat. 棗いつき	6	13	16	18	sdvx	USTA SOUND VOLTEX 악곡 팩 vol.19	70__cMVIA6n0LCFfeQTbKw	70__cMVIA6n0LCFfeQTbKw	bKK10KABilV_TIeNEE_5gw	uAepAlcLosQ7-VfbokGo3w	YPwqwR_Mc7_eibA2_fMUMQ
Stairway to the sun	Noah	6	13	16	18	sdvx	USTA SOUND VOLTEX 악곡 팩 vol.19	C2WPRqDoKyrwUJunUkvRPg	C2WPRqDoKyrwUJunUkvRPg	JEqsIP8agw4NX91AIl0QXg	gCo_zxWebdDyhAlZQqf_Cw	Gbs6Q0ktkGRotRCdTVwbtg
Struggle for Revival	NitoK	5	12	15	17	floor	USTA SOUND VOLTEX 악곡 팩 vol.19	Hc0TVEH5BUgv8ijAANVVlw	Hc0TVEH5BUgv8ijAANVVlw	6hGnHX68jSUioZS585-Rjw	z7R-wJhRK6HaXkOSuoVORg	gale-pH2TLpMjA3LX5tVog
すべてが幻になった後で	かめりあ・超機装幻楽隊	7	14	17	19	sdvx	USTA SOUND VOLTEX 악곡 팩 vol.19	4MqLYvLL_28VMjcdWHLgkw	4MqLYvLL_28VMjcdWHLgkw	UjsRnAMBRwpF_Rg3mVttvQ	f0r0NHF4sFwlRoi8fe5tuw	4PcGEgpi-ob1eYQ7K4Nhiw
Zero-Day Exploit	Trerey-U	6	11	17		floor	USTA SOUND VOLTEX 악곡 팩 vol.19	tLWOQZwOJsQKFR29yvkRzg	tLWOQZwOJsQKFR29yvkRzg	JXKKV6pX6Cz4Ct2Hh9ue7w	EUyr__Pkf_dCtyFBsK8dNw	
charm♡you	U-ske feat.花柚	4	11	15	17	floor	USTA SOUND VOLTEX 악곡 팩 vol.19	cVG-83bkABBKTU5LY520pA	cVG-83bkABBKTU5LY520pA	Rd5gyx12N3Kb-DP53At7uQ	mxXOorof5DdE5z3MeUl1hQ	FLBqHR_cKLnjvYQaffVWLw
Chakra	uma	4	11	14	17	floor	USTA SOUND VOLTEX 악곡 팩 vol.19	79JUwFmG-dvwR0ECDV-0Ug	79JUwFmG-dvwR0ECDV-0Ug	KiDeasGh6dU0iGGp9VhJ8A	uKr-Rk51mcFh9y8AvyoWdw	aQNIyGT_N6_--EhAQBknmg
チクサクコールが懐かしい	諸星なな feat.加藤はるか	5	12	15	17	floor	USTA SOUND VOLTEX 악곡 팩 vol.19	cLg0Ea61V_G7rjvCWq3Paw	cLg0Ea61V_G7rjvCWq3Paw	ervmYDcwpW_bk2fQwXAY4g	sINWE4IO0dCO5XwgoN8F7Q	GTBvRyDunYGBqbVykkamzQ
Twin Rocket	uno feat.ちよこ(IOSYS)	5	11	17		floor	USTA SOUND VOLTEX 악곡 팩 vol.19	0tXZTuijpgKsqKrffffARw	0tXZTuijpgKsqKrffffARw	ZGyC0lG5qEBW8Fg1NeEf7Q	uPO9O_7_AGUCR9lbFfyBmQ	
Discloze	lapix	5	10	17		floor	USTA SOUND VOLTEX 악곡 팩 vol.19	yGkw07S4-MeKkAJft7a5XA	yGkw07S4-MeKkAJft7a5XA	tkinjlMa1DlfabnrnISZTQ	iSlSfHKU2dMHXqc_EBVeTw	
Deadly Dolly Dance	Shiron	6	12	17		toho,floor	USTA SOUND VOLTEX 악곡 팩 vol.19	zUrL4fozTeVx5YTBNs3MUw	zUrL4fozTeVx5YTBNs3MUw	CSTa3PTp2mm-nhgcpdnRcg	wh9ar4C8_zFaWsIinLJgVA	
Twinkle Rookie	Halv	6	12	15	18	floor	USTA SOUND VOLTEX 악곡 팩 vol.19	RNGfVS9u8wM34isYlDs20A	RNGfVS9u8wM34isYlDs20A	5sjkD3rsJlnPknJwCU4AKg	883K3ZBxO6tkjC3a3WKkSA	HOfs-P5vs4Z4YIFXrWslww
常夏！！クリスタライズ・シャーベット	Ayatsugu_Otowa	5	11	17		toho,floor	USTA SOUND VOLTEX 악곡 팩 vol.19	vXuCQGkirwh8aHNLGBEV0g	vXuCQGkirwh8aHNLGBEV0g	t4yq_icSqW1Vftoxf09wRg	14reEchMh20bSXSSd5GofA	
涙の女神と無形のエトワル	Yu-dachi	6	13	16	18	floor	USTA SOUND VOLTEX 악곡 팩 vol.19	UGq3rOZVQwj4PXNUPlSlDA	UGq3rOZVQwj4PXNUPlSlDA	3QxpR_e7nzXsgW9KK9qYkQ	6QlH1UkpgMiKyqd_sheM1Q	TJ79iz9ODhr4f5FyWF9RPQ
二分間の世界	Cororo	6	13	16	18	floor	USTA SOUND VOLTEX 악곡 팩 vol.19	oG8hq5wnjZ77Mvy8nQY5AA	oG8hq5wnjZ77Mvy8nQY5AA	NhtarkPj6MIJ6eLVBJqgRA	v33jDvTvM6z0YiHzx3FOFQ	F9g5U3ttrgDrKOWGuljLfg
NEON LOVE♥POTION!!!	パイタン	5	11	14	17	floor	USTA SOUND VOLTEX 악곡 팩 vol.19	wVxEaDyCfo5Whc9Ew2PMEQ	wVxEaDyCfo5Whc9Ew2PMEQ	a8jCoKioanojmGzSrRJ9NA	69ImyV7kgjJKXweJ1mo2lg	67c_TteZ-RDEk4bAYh_etg
NECRO PARTY	VALLEYSTONE vs udouddo	5	11	16		toho,floor	USTA SOUND VOLTEX 악곡 팩 vol.19	M4ZO52wmzKRe-ZjBzDC3Tw	M4ZO52wmzKRe-ZjBzDC3Tw	iyWAashlYF-Y_CYkr32FzQ	Vwo2-Ks_TWynkkMQDaHCWw	
Never Ending Future	#EmoCosine	6	13	16	18	floor	USTA SOUND VOLTEX 악곡 팩 vol.19	SiqVxj3L5HMz2LJZn8w-vg	SiqVxj3L5HMz2LJZn8w-vg	OK1XWyLoXaPOGunBIRNOZA	F-lKRpLp1kBEJHkDMSQp9A	Lwb7azeVQO4bV3ntNVSnCA
NOT YOUR IDOL	Yuta Imai	6	13	16	18	floor	USTA SOUND VOLTEX 악곡 팩 vol.19	M8PUNN4Feiu8J9IqgXNxsQ	M8PUNN4Feiu8J9IqgXNxsQ	rbQM430HZfAdHKd-3B4ETw	SJnKGwzUtd-1zy0r7kP8eQ	6i4J1IQ7Q1H4gKQaEc2szw
Happy Sensation	IckPo	5	11	17		floor	USTA SOUND VOLTEX 악곡 팩 vol.19	JxP3seQzN6oASG7nusojtw	JxP3seQzN6oASG7nusojtw	V1KCw8RPYcZ-sawRjDhtNw	twI5WVr5fRM_W1fA85wt9w	
Hydroblast	Aoi vs. siromaru	6	12	15	18	floor	USTA SOUND VOLTEX 악곡 팩 vol.19	2tGMTaI-ABmf5XQViSL44Q	2tGMTaI-ABmf5XQViSL44Q	FCOAzGzTyyOvf4ZRoiy-8A	yHwrBEVKOO1d_6TvcIknzg	Ouq_Sh_mRVR9j13yeB1mIg
VΛZiLiSQ	BlackY	7	14	17	19	sdvx	USTA SOUND VOLTEX 악곡 팩 vol.19	hwBpl5lr9GR8I5TZFypSKg	hwBpl5lr9GR8I5TZFypSKg	tWEsYCefnN2CdW9MDVdlqg	4LaXpD97YFH0I3W4-iX5Kw	DZt6_dGwtPShuWlmNbQLCA
Heroine is here	クルトン feat.ケィニ	4	11	14	16	floor	USTA SOUND VOLTEX 악곡 팩 vol.19	1-U2v-XvdYWjXWDck3W11A	1-U2v-XvdYWjXWDck3W11A	_xRvHsGxXR2l-mNGTINXdQ	1dTFbOV_5icoVQU884fj_A	D_BXVQ-U5zBd1gGqdRvGUA
フェアリーテイル・ラヴァーズ	みーに＠メルヘン風紀委員会書記	5	12	15	17	floor	USTA SOUND VOLTEX 악곡 팩 vol.19	eTGa9PMiOxs3Q77QSMtyJg	eTGa9PMiOxs3Q77QSMtyJg	JM9jyl2u_w9zoJec3BRkzQ	vcHON-ARZJh3ixJFOsSk7Q	WPUslFm4o200DIN2Eb4-Kw
Fαtα∠ Ent∠mEnt	CHUBAY	7	14	17	19	sdvx	USTA SOUND VOLTEX 악곡 팩 vol.19	YokkYedBvGEQcmHVqCnOuQ	YokkYedBvGEQcmHVqCnOuQ	K2kgGP9Reh0CRBeCqiSSJw	1woDouGwaE7b6RfIG2wQ4g	alZdoOagAzIIO05qynHHmQ
PHOTON BLAXT	seatrus	6	12	15	18	floor	USTA SOUND VOLTEX 악곡 팩 vol.19	yDnXkB2-bjI1HDNM8hyYzw	yDnXkB2-bjI1HDNM8hyYzw	8RumM0ZSrXL1zZv2t9_8GQ	zytVAlBgXnzzK7KQL6iGiw	Tg8VzV2j_A56OS3uGpDcsQ
Bl∞min'	MisoilePunch♪ -Forever-	8	15	18	20	sdvx	USTA SOUND VOLTEX 악곡 팩 vol.19	ONHGnLWcv7f6Hv1wV-xHFg	ONHGnLWcv7f6Hv1wV-xHFg	eBH9pVXZ6WsiUomqbYxE5w	T9-J2IQDa086smnnMo-VQA	g9siI4n-A--Of4X_bNKBCg
Mayohiga Spurt	さわわ	5	11	17		toho,floor	USTA SOUND VOLTEX 악곡 팩 vol.19	-k0loLHi_Ny9coJntFxZBw	-k0loLHi_Ny9coJntFxZBw	x67RTQ2PS3cRwqOF6mkQlw	tQD61r2lHHtXJCZFSpYktg	
夢幻泡影	wa.	6	12	15	18	floor	USTA SOUND VOLTEX 악곡 팩 vol.19	GhecGnXSiJBf4Dc1XgU-Nw	GhecGnXSiJBf4Dc1XgU-Nw	2A2KJgigoprqP_xVravGqA	6dcnCoWq7MPgOu1Z41ktpQ	dJ19i1jX4TpuwxKSm71iog
メテオライツ・プレリュード	みーに	5	11	14	17	floor	USTA SOUND VOLTEX 악곡 팩 vol.19	jK4VZJAVsJdKeypUbwgebg	jK4VZJAVsJdKeypUbwgebg	Xgs2Rp_S9xpXyOt-8cJGLw	fDQJKIPzFSHoG9Infe5cpA	7opjQmYFf9Re9XBa2C9HYA
柳の下のデュラハン hard chaos mix	albel.	6	12	17		toho,floor	USTA SOUND VOLTEX 악곡 팩 vol.19	umkFvdR45_zGaVQYxk6OCQ	umkFvdR45_zGaVQYxk6OCQ	996Y1pgBNkTS10z9qXpeUg	_jQRgwyldeYYukrWXZIRrA	
勇者の卒業式	Verdammt	4	11	14	17	floor	USTA SOUND VOLTEX 악곡 팩 vol.19	xWDx6my4YNf2qU5xhZT18g	xWDx6my4YNf2qU5xhZT18g	x3HVXzD08lVOajAdC-1fvQ	f5EGJkmrkKiFIrDYiO-DgA	aY4qwaFmoYgnqOxI1XWkyQ
ユキバレ＊ぱれいど	coTatsu	4	11	14	16	floor	USTA SOUND VOLTEX 악곡 팩 vol.19	gZSbwfUrS2-5FrUxG78z5w	gZSbwfUrS2-5FrUxG78z5w	F91Bvypvjoh4B3Z4rERy_w	eDLB62fnZ5kvJ5eMtmCPdQ	RvDVQIoOTpy0bh4Y5Tphyg
Little princess has no identity.	0kash	5	11	17		toho,floor	USTA SOUND VOLTEX 악곡 팩 vol.19	nwAbRoFLkeESwgwmrUMFng	nwAbRoFLkeESwgwmrUMFng	dBxjFmozSmkftKJduk4V4g	5BCZBZdf0xE5YJoHABe_FQ	
黎明の情	TAKU1175 ft.駄々子	5	12	14	17	floor	USTA SOUND VOLTEX 악곡 팩 vol.19	8Bw4C8RCiKnZYQs_lVbBpw	8Bw4C8RCiKnZYQs_lVbBpw	m1_ZpFu68abWQKzN4uGubw	OjN15wv0NMTtt07SqMx-Ng	XjCAxgRLLZpJbLYfMcazFQ
REGALIA	Riz	6	12	17		floor	USTA SOUND VOLTEX 악곡 팩 vol.19	4kgOOhsMEfPsSmLa0GVt0w	4kgOOhsMEfPsSmLa0GVt0w	JuvOuLDAJxD0Kq3xsH0UBQ	LQmUfqHOaYb9TjD6QugQ7g	
LaμreLs ~the Angelus~	Ashrount	7	14	17	19	sdvx	USTA SOUND VOLTEX 악곡 팩 vol.19	pUiQrXvKPovkO41SmqnStQ	pUiQrXvKPovkO41SmqnStQ	_A1HN6ZcSNlrWof3a1dlwQ	VNNa28v4-ifcXkPe9P-3JQ	m502o1st2cEUnNp9c8YaVg
Lost Parliament	Juggernaut.	6	13	16	18	sdvx	USTA SOUND VOLTEX 악곡 팩 vol.19	XXCkm-wxY6UPI9cs125XFw	XXCkm-wxY6UPI9cs125XFw	XaNolskiyFmU4V8LbkvSRA	27E_yDQe0DFhwoDwUd9yeQ	loylJ7-SuTrXVY2fIGkS-w
ROZELCIA	brz1128	6	13	16	18	floor	USTA SOUND VOLTEX 악곡 팩 vol.19	BHc8gHquWGi9rm160R7SJg	BHc8gHquWGi9rm160R7SJg	Ors1-br_PMqfzuCHoVOtKQ	2cvzRXDeINALO66FxB3bkQ	L8aC9cf9xbb6USlhRfNzuQ
Amazing Mirage	lapix	5	12	15	18	bemani	USTA SOUND VOLTEX beatmania IIDX SELECTION 악곡 팩 vol.1	ONTYekdFQAkIlvI7DP21ow	ONTYekdFQAkIlvI7DP21ow	bxtUcasAa_oKpmpA9MS5-Q	x5oEVjmWSLewiFoME3xdHw	L-HKXEdNbUnvWBFkLak9Hw
Element of SPADA	猫叉Master feat.霜月はるか	5	11	14	17	bemani	USTA SOUND VOLTEX beatmania IIDX SELECTION 악곡 팩 vol.1	Yyu1qFC3WRxpum-UQR49Fw	Yyu1qFC3WRxpum-UQR49Fw	vvNGJM8fE2I1h0WPN2HD4A	r8Mm3MgIEC72xZUTmcKOjQ	VT5T5LtkwOkxq3l2X2KfQg
KAMAITACHI	DJ TECHNORCH fw. GUHROOVY	6	13	16	18	bemani	USTA SOUND VOLTEX beatmania IIDX SELECTION 악곡 팩 vol.1	maHpBm8kHD-AyGNcoQ6zUg	maHpBm8kHD-AyGNcoQ6zUg	zKyg2E5tIi-GgGkq3US4gQ	_URL3BnygoTK146t2DnVww	FP2xT4ce1G9sRar4TwhXpg
Chewingood!!!	TORIENA	5	12	15	17	bemani	USTA SOUND VOLTEX beatmania IIDX SELECTION 악곡 팩 vol.1	_pp9Fj68yf5mvGZ51fDgIg	_pp9Fj68yf5mvGZ51fDgIg	uos1S2RRFeN-3yOCfOTaNQ	0229EKK55DeUT3fEjtaGmw	raJYMAOVfohi9m9c6-1Q5w
ディスコルディア	"ぺのれり vs. BEMANI Sound Team ""HuΣeR"""	7	14	17	19	bemani,sdvx	USTA SOUND VOLTEX beatmania IIDX SELECTION 악곡 팩 vol.1	6ao5CyEhzNUPa3QeA_GYGQ	6ao5CyEhzNUPa3QeA_GYGQ	OeqKojHAJeHfbSFxbrizZQ	lZWDwY8Pcnlg_8ow_-0x5g	RT-nmqDkA5EqmHDooLXRhA
2 Beasts Unchained	kors k vs Yooh	7	14	17	19	bemani,sdvx	USTA SOUND VOLTEX beatmania IIDX SELECTION 악곡 팩 vol.1	DxHjwYak_UxOA8aQrb0Rhg	DxHjwYak_UxOA8aQrb0Rhg	ZgfJPEso2wqzqg7sIwOvuQ	xeuNmEcpRY-7CgdauTczJQ	gpqhOOylfaYzQDiSHCzLhQ
ピアノ協奏曲第１番”蠍火”	virkato	7	14	17	19	bemani	USTA SOUND VOLTEX beatmania IIDX SELECTION 악곡 팩 vol.1	jAh2ckqUOTnCClkunncUGQ	jAh2ckqUOTnCClkunncUGQ	cTOBLVZDBMdALIRGGE1OFw	_bDYPJXCqbeOpdFBa9q8EA	eFLjtvemAfrkd0NVccZ6qQ
Verflucht	Tyrfing	6	13	16	18	bemani	USTA SOUND VOLTEX beatmania IIDX SELECTION 악곡 팩 vol.1	Z8dravIQRIS_btrIjPq5tg	Z8dravIQRIS_btrIjPq5tg	4cWwekxV4jFw7irTHiD6Fw	7YXRBzgqVa0CUg8FisB46Q	u_9DDVETYKDUuDxiwdPUcQ
Fegrix	Xceon vs DJ Command (Eurobeat Union)	6	13	16	18	bemani	USTA SOUND VOLTEX beatmania IIDX SELECTION 악곡 팩 vol.1	I781FXgALD16n2TQHDr3xA	I781FXgALD16n2TQHDr3xA	b8N2LcVV6hHSnqbQG1eFQQ	46H2JDK7d-fNMTL-NqNbRw	ZM4TlVNrRBp7mcZJjyCL6A
Follow Tomorrow	HHH×MM×ST	4	10	14	17	bemani	USTA SOUND VOLTEX beatmania IIDX SELECTION 악곡 팩 vol.1	-VQJUh46mv2nLHB-TzRqug	-VQJUh46mv2nLHB-TzRqug	kYh-IgxFhR0Esh0RK87sOg	4GtlVEX7P40yii1tqUsVvw	hYkp7TilgVawTDAVDBkdeA
Please Welcome Mr.C	C-Show	6	13	16	18	bemani	USTA SOUND VOLTEX beatmania IIDX SELECTION 악곡 팩 vol.1	n2uDi-af4j9OVNjHVdTtoQ	n2uDi-af4j9OVNjHVdTtoQ	uCCl_2EdynD18j0lC-Jfhg	7Kc_11MxPstYgiLGx8pOyQ	q41UMNqM7kqLFLnoVTWgWA
One More Lovely	Risk Junk	7	14	17	19	bemani	USTA SOUND VOLTEX beatmania IIDX SELECTION 악곡 팩 vol.1	E6pyyR2kwQAUE6e7Np-4zA	E6pyyR2kwQAUE6e7Np-4zA	AzbK08UrQD_d8_zwDEMu2Q	0YXMzbzaTlQ_WyT7FA8fGA	tvk_4oz-B0c3nnSueBVzwA
Archangelio	Juggernaut.	6	13	16	18	floor	USTA SOUND VOLTEX 악곡 팩 vol.18	H9VyC4ID51JNW4gNhy3RWQ	H9VyC4ID51JNW4gNhy3RWQ	u5HZ6iuvDUCVVrLCn69ytA	XJFojuY6hYz-HPn1mcRbsg	3ZbRe7Vnn1Ov-EHpvYWp9A
Aqua,Luna-rium	凛々咲	3	10	13	16	floor	USTA SOUND VOLTEX 악곡 팩 vol.18	S4iPcLgrJabBSzNFUage2A	S4iPcLgrJabBSzNFUage2A	mV9xhTOytGYIFSLfq5RMaQ	nQbOQX23Q88okSGVIv9cJA	KGQ9qDIBfqTwn3XBOCETWw
ABSOLUTE(ismK passionate remix)	ismK	4	12	15	17	bemani,floor	USTA SOUND VOLTEX 악곡 팩 vol.18	J88ec_JY573ORlPqOniEpg	J88ec_JY573ORlPqOniEpg	6REqA6Xfq07uAJTTAx83vw	gHnO-lyIl4K_vWyTFti1sg	1FkmSfZ_dAQ-5_IYzNmxzg
Unleashed Redness	DecisionS (kanone + nora2r)	6	13	16	18	floor	USTA SOUND VOLTEX 악곡 팩 vol.18	97lYXdT6G1yOUUax_OTI2g	97lYXdT6G1yOUUax_OTI2g	BIpowgDDtDz6JAMZ0FtJmA	ujjWunihqm0wHLg7kxO9uw	6o6z705VSj6L5VhrjPDMSA
Impress(siqlo's Hi-Tech Veats)	siqlo	5	11	14	17	bemani,floor	USTA SOUND VOLTEX 악곡 팩 vol.18	c2fLOQLR_RYOKp4yUjMvuA	c2fLOQLR_RYOKp4yUjMvuA	yR_5-jpKRoHtndK_F2VM9g	nMdgths3oqYQUH-pJh3iTA	lMFF-nt4FN1swe3ZMGaIpw
End of Guilty	kanone	6	12	16	18	floor	USTA SOUND VOLTEX 악곡 팩 vol.18	Yqoo1ylP0Q3igpj6FWfpEA	Yqoo1ylP0Q3igpj6FWfpEA	GYbgb1FhbLuZnFwJiDqFWw	mvfigpaRpMKSt68gsRWanA	WeOQ5uzQF7qH3xE3wRI4tw
onslaught -Retaliation of Bahamūt-	かめりあ	7	14	17	19	bemani,floor	USTA SOUND VOLTEX 악곡 팩 vol.18	bUdkELYFRyfdOrOpjJsz8Q	bUdkELYFRyfdOrOpjJsz8Q	D_WE_4fhH4pCgB6jCY0Wjw	dgVLgNCWvZX02kJ2isde-Q	zaXcfCpKxfCoGB2zsQKn1Q
神にした彼女が示す世界線	上村香月	6	13	15	17	floor	USTA SOUND VOLTEX 악곡 팩 vol.18	c54z639UZcOGoiNOMwR2DA	c54z639UZcOGoiNOMwR2DA	0Xouph01wQN49WMpf67j2Q	R27ocXVqEEvYXrd1TWH60A	mcEDKRj7EXtKBErTXLKbOA
恋は君のそばでサクラサク	榮田一貴 feat.冬乃桜＆永久毎日	3	10	13	16	floor	USTA SOUND VOLTEX 악곡 팩 vol.18	oTmE7lahBBWiNEoUsoGHDg	oTmE7lahBBWiNEoUsoGHDg	puKNhE8nUX5_6nu3phgeMg	mF4_ZtR6MIcQYB2btmS88w	IWV7jW9DHMIV3zcgQ1JJzA
Going My Future!	#EmoCosine	6	13	16	18	floor	USTA SOUND VOLTEX 악곡 팩 vol.18	lCFLlkKsG6Hcf1v3vi7frw	lCFLlkKsG6Hcf1v3vi7frw	V0atHevL9uKlwAXBk1Wfww	hBHeVBBTbsRH5jnbG3vRKg	vg_x0Z8kkZSzvsJk6wVojw
Xymatic Scope	MasKaleido feat. ぁゅ	5	12	15	17	floor	USTA SOUND VOLTEX 악곡 팩 vol.18	gTf39Pc1au0YLLPGH28EHQ	gTf39Pc1au0YLLPGH28EHQ	D6i0m7mcv4HTfqbfItwp3w	zB3FUSpPx4D3cav7QCDWOw	wC3zaOPKkmAI2utygG9aaw
The King Of Red	Hommarju	6	13	16	18	floor	USTA SOUND VOLTEX 악곡 팩 vol.18	pAccbqf5mmo8V0cDIU1nBQ	pAccbqf5mmo8V0cDIU1nBQ	iLodY25PzE2VVhJUjl7tWA	zdZ0zxFU2rZXs40yuCqNdw	yCF2_jxYu1wwmM6F1FpsJQ
XXanadu#climaXX	概念	6	13	16	18	floor	USTA SOUND VOLTEX 악곡 팩 vol.18	Lw5aLy_Jy5XYh3xufqZMLQ	Lw5aLy_Jy5XYh3xufqZMLQ	C1sMw-xSKecz17UHXlKsrg	IwlUz44wHFvTbC30rtD3jw	bb4tujhwheOrdf-88QhP4Q
Decadence Mission	Jerico	6	13	16	18	floor	USTA SOUND VOLTEX 악곡 팩 vol.18	dmh7Lqss4MTSor5hPwiaog	dmh7Lqss4MTSor5hPwiaog	ZSlcY3zPNTI1jKAxq-0hRg	prT_hcbZon7bFZk8ovduUg	XG4CPD5q7dJeOYlEuV6I9Q
ナナホシのうた	Retropolitaliens(Ms.+駄々子)	3	10	14	16	bemani,floor	USTA SOUND VOLTEX 악곡 팩 vol.18	AM1UrAI1J8GA5Irl9aZLRQ	AM1UrAI1J8GA5Irl9aZLRQ	wskQnZiI9FZ6DEcxtxZEaQ	LsjfH97TsQEumpDYBuuwCA	NPqMLaq6A6dtQedfEI0MpQ
爆烈歓迎♪エクストリーム飲茶旋風脚ッ!!	BlackY feat. Risa Yuzuki	6	13	16	18	floor	USTA SOUND VOLTEX 악곡 팩 vol.18	CKpbFBryFnyes8nnGidwBw	CKpbFBryFnyes8nnGidwBw	fQNK_XtO8U5DJytIgnHgyw	FoilGQGlhuY88HOouu1vnQ	38qrem973M3tv-iIRoaxnw
party:stage	かゆき	6	12	16	18	floor	USTA SOUND VOLTEX 악곡 팩 vol.18	PfAyv5euEn539SKezExynA	PfAyv5euEn539SKezExynA	Jh5Yeu3BtvE3gq6PmvYduw	K88t2USkI8ekJMtLYE6LNg	h-p4lTmyGHjST_Z1nqa9OQ
Bigbang Faker	BlackY	6	13	16	18	floor	USTA SOUND VOLTEX 악곡 팩 vol.18	fWNA1tTPwTJtYmzLpnsfyA	fWNA1tTPwTJtYmzLpnsfyA	jYAlSv6MasFBqKpa8-llnw	hHssoJajPNeLpLlEMOjj3Q	o1Lmupb5wXKALr0ZiJe23Q
FAR GONE	493Water	6	13	16	18	floor	USTA SOUND VOLTEX 악곡 팩 vol.18	kYtbSnsQLdi-Ien_yNxmaA	kYtbSnsQLdi-Ien_yNxmaA	C3r72cmoQLDHfwuAQwTOpQ	qsD61o1qJZO2KKjNocghaA	-P06urYYqT8gvApwwwfYcQ
Blue Forest(NightBounce Remix)	kanone	4	10	14	17	bemani,floor	USTA SOUND VOLTEX 악곡 팩 vol.18	AYCBfy_YIBSUA3-xObC0JQ	AYCBfy_YIBSUA3-xObC0JQ	sXLDtNnyroKWicP4ShzNPA	F7hatVLwNYfWbGKLP9AyqQ	X7ZpRMl-zDVNyTqGk5jRbA
Holy Trail	satie	7	13	16	19	floor	USTA SOUND VOLTEX 악곡 팩 vol.18	BNQeOPp8BKBdM-PgkSfkRA	BNQeOPp8BKBdM-PgkSfkRA	RryyK0uo-cDMvwelROHqXA	6VcmHqZCnaC4h7JxOse6Ew	esLUNv5OuGzyCHmAZvAn2Q
Voltage Higher	A-One	5	10	14	17	toho,sdvx	USTA SOUND VOLTEX 악곡 팩 vol.18	cefbBKVo39W497Vrm8LOdw	cefbBKVo39W497Vrm8LOdw	TY-i8SQWQ6kYJODvwx5C-A	skFP3DmxPzozkcCUIZit5Q	xLzfS8jtjoq3SS0cc0Rc4g
まみむめ🍄まるっと🍄まっしゅるーむ🍄🍄	"かめりあ as ""まいたけラヴ"" feat. ななひら as ""エリンギ大好き"""	5	13	15	18	floor	USTA SOUND VOLTEX 악곡 팩 vol.18	_Jquoy_Vx8W3W__lj82Ihg	_Jquoy_Vx8W3W__lj82Ihg	4ZTyPE_hLBLVtNdkLWPn4g	V0NYpZqIgVeVUHhIFlQXCQ	KbHI9mBVGuU4qx-BSPAV1A
Memory Flow	兎波かなで feat.とうな	6	13	15	18	floor	USTA SOUND VOLTEX 악곡 팩 vol.18	0MhcNGus09ybxkPtv3mOtw	0MhcNGus09ybxkPtv3mOtw	tINW85ol3uGpdABsi8D6nQ	ZK2YctDLN59h308Ct8NLGg	50lh2bC0B9drTibX8E_zXA
M-O-R-F-I-N-E	u-z feat.紫咲ほたる	5	12	15	17	floor	USTA SOUND VOLTEX 악곡 팩 vol.18	_bIgfNkig4RksFm3uKtAmQ	_bIgfNkig4RksFm3uKtAmQ	YTbyebpWT9kErrpmrRY4iQ	ealtnNkZOd6nilQkq3l72A	ERRjl9xvHmWzix3bEpBQPw
You Are My Best RivaL!!	cosMo＠暴走P	7	15	18	20	sdvx	USTA SOUND VOLTEX 악곡 팩 vol.18	0I-Wt3hoGqAFa7v0c9f3Ag	0I-Wt3hoGqAFa7v0c9f3Ag	QbfxzKqjwMHPsfZABr60Sw	ps1gKuaQ2QmZ6z_0k8DMWQ	ARiso1tbv89Cmq243iOW8w
Rapsodia d'amore	xi	7	14	17	19	floor	USTA SOUND VOLTEX 악곡 팩 vol.18	KYzSdMGPaNruFLD6340anw	KYzSdMGPaNruFLD6340anw	o8movz-uUK2LEV_ZT-J54A	CZzmucWo1Ty0yMIBGttIPg	cf5BPaXoYZa1soQTyXSSsA
